pbs_code,prescriber_code,prescriber_type,schedule_code
"10760H","M","Medical Practitioners","3834"
"10762K","M","Medical Practitioners","3834"
"10762K","N","Nurse Practitioners","3834"
"10763L","M","Medical Practitioners","3834"
"10764M","M","Medical Practitioners","3834"
"10767Q","M","Medical Practitioners","3834"
"10770W","M","Medical Practitioners","3834"
"10770W","N","Nurse Practitioners","3834"
"10774C","M","Medical Practitioners","3834"
"10775D","M","Medical Practitioners","3834"
"10776E","M","Medical Practitioners","3834"
"10776E","N","Nurse Practitioners","3834"
"10777F","M","Medical Practitioners","3834"
"10777F","N","Nurse Practitioners","3834"
"10778G","M","Medical Practitioners","3834"
"10778G","N","Nurse Practitioners","3834"
"10779H","M","Medical Practitioners","3834"
"10779H","N","Nurse Practitioners","3834"
"10780J","M","Medical Practitioners","3834"
"10780J","N","Nurse Practitioners","3834"
"10781K","M","Medical Practitioners","3834"
"10781K","N","Nurse Practitioners","3834"
"10782L","M","Medical Practitioners","3834"
"10783M","M","Medical Practitioners","3834"
"10783M","N","Nurse Practitioners","3834"
"10783M","W","Midwives","3834"
"10784N","M","Medical Practitioners","3834"
"10784N","N","Nurse Practitioners","3834"
"10785P","M","Medical Practitioners","3834"
"10786Q","M","Medical Practitioners","3834"
"10786Q","N","Nurse Practitioners","3834"
"10786Q","W","Midwives","3834"
"10787R","D","Dental","3834"
"10788T","M","Medical Practitioners","3834"
"10788T","N","Nurse Practitioners","3834"
"10790X","M","Medical Practitioners","3834"
"10791Y","M","Medical Practitioners","3834"
"10791Y","N","Nurse Practitioners","3834"
"10792B","M","Medical Practitioners","3834"
"10792B","N","Nurse Practitioners","3834"
"10793C","M","Medical Practitioners","3834"
"10793C","N","Nurse Practitioners","3834"
"10794D","M","Medical Practitioners","3834"
"10794D","N","Nurse Practitioners","3834"
"10795E","M","Medical Practitioners","3834"
"10795E","N","Nurse Practitioners","3834"
"10796F","M","Medical Practitioners","3834"
"10796F","N","Nurse Practitioners","3834"
"10797G","M","Medical Practitioners","3834"
"10797G","N","Nurse Practitioners","3834"
"10798H","M","Medical Practitioners","3834"
"10799J","M","Medical Practitioners","3834"
"10799J","N","Nurse Practitioners","3834"
"10800K","M","Medical Practitioners","3834"
"10800K","N","Nurse Practitioners","3834"
"10801L","M","Medical Practitioners","3834"
"10801L","N","Nurse Practitioners","3834"
"10802M","M","Medical Practitioners","3834"
"10802M","N","Nurse Practitioners","3834"
"10803N","M","Medical Practitioners","3834"
"10804P","M","Medical Practitioners","3834"
"10804P","N","Nurse Practitioners","3834"
"10805Q","M","Medical Practitioners","3834"
"10805Q","N","Nurse Practitioners","3834"
"10806R","M","Medical Practitioners","3834"
"10806R","N","Nurse Practitioners","3834"
"10807T","M","Medical Practitioners","3834"
"10807T","N","Nurse Practitioners","3834"
"10808W","M","Medical Practitioners","3834"
"10808W","N","Nurse Practitioners","3834"
"10809X","M","Medical Practitioners","3834"
"10809X","N","Nurse Practitioners","3834"
"10810Y","M","Medical Practitioners","3834"
"10810Y","N","Nurse Practitioners","3834"
"10811B","M","Medical Practitioners","3834"
"10812C","M","Medical Practitioners","3834"
"10812C","N","Nurse Practitioners","3834"
"10813D","M","Medical Practitioners","3834"
"10813D","N","Nurse Practitioners","3834"
"10814E","M","Medical Practitioners","3834"
"10814E","N","Nurse Practitioners","3834"
"10815F","M","Medical Practitioners","3834"
"10815F","N","Nurse Practitioners","3834"
"10816G","M","Medical Practitioners","3834"
"10816G","N","Nurse Practitioners","3834"
"10817H","M","Medical Practitioners","3834"
"10818J","M","Medical Practitioners","3834"
"10818J","N","Nurse Practitioners","3834"
"10819K","M","Medical Practitioners","3834"
"10819K","N","Nurse Practitioners","3834"
"1081X","M","Medical Practitioners","3834"
"1081X","N","Nurse Practitioners","3834"
"10820L","M","Medical Practitioners","3834"
"10820L","N","Nurse Practitioners","3834"
"10821M","M","Medical Practitioners","3834"
"10821M","N","Nurse Practitioners","3834"
"10823P","M","Medical Practitioners","3834"
"10823P","N","Nurse Practitioners","3834"
"10824Q","M","Medical Practitioners","3834"
"10824Q","N","Nurse Practitioners","3834"
"10826T","M","Medical Practitioners","3834"
"10826T","N","Nurse Practitioners","3834"
"10827W","M","Medical Practitioners","3834"
"10827W","N","Nurse Practitioners","3834"
"10828X","M","Medical Practitioners","3834"
"10828X","N","Nurse Practitioners","3834"
"10830B","M","Medical Practitioners","3834"
"10830B","N","Nurse Practitioners","3834"
"10831C","M","Medical Practitioners","3834"
"10832D","M","Medical Practitioners","3834"
"10833E","M","Medical Practitioners","3834"
"10833E","N","Nurse Practitioners","3834"
"10834F","M","Medical Practitioners","3834"
"10834F","N","Nurse Practitioners","3834"
"10835G","M","Medical Practitioners","3834"
"10835G","N","Nurse Practitioners","3834"
"10836H","M","Medical Practitioners","3834"
"10836H","N","Nurse Practitioners","3834"
"10837J","M","Medical Practitioners","3834"
"10838K","M","Medical Practitioners","3834"
"10838K","N","Nurse Practitioners","3834"
"10839L","M","Medical Practitioners","3834"
"10839L","N","Nurse Practitioners","3834"
"10840M","M","Medical Practitioners","3834"
"10840M","N","Nurse Practitioners","3834"
"10842P","M","Medical Practitioners","3834"
"10842P","N","Nurse Practitioners","3834"
"10843Q","M","Medical Practitioners","3834"
"10843Q","N","Nurse Practitioners","3834"
"10844R","M","Medical Practitioners","3834"
"10844R","N","Nurse Practitioners","3834"
"10845T","M","Medical Practitioners","3834"
"10845T","N","Nurse Practitioners","3834"
"10846W","M","Medical Practitioners","3834"
"10846W","N","Nurse Practitioners","3834"
"10847X","M","Medical Practitioners","3834"
"10848Y","M","Medical Practitioners","3834"
"10848Y","N","Nurse Practitioners","3834"
"10849B","M","Medical Practitioners","3834"
"10851D","M","Medical Practitioners","3834"
"10851D","N","Nurse Practitioners","3834"
"10852E","M","Medical Practitioners","3834"
"10852E","N","Nurse Practitioners","3834"
"10853F","M","Medical Practitioners","3834"
"10853F","N","Nurse Practitioners","3834"
"10854G","M","Medical Practitioners","3834"
"10855H","M","Medical Practitioners","3834"
"10855H","N","Nurse Practitioners","3834"
"10856J","M","Medical Practitioners","3834"
"10856J","N","Nurse Practitioners","3834"
"10857K","M","Medical Practitioners","3834"
"10858L","D","Dental","3834"
"10859M","M","Medical Practitioners","3834"
"10860N","M","Medical Practitioners","3834"
"10861P","M","Medical Practitioners","3834"
"10862Q","M","Medical Practitioners","3834"
"10862Q","N","Nurse Practitioners","3834"
"10863R","D","Dental","3834"
"10864T","M","Medical Practitioners","3834"
"10864T","N","Nurse Practitioners","3834"
"10864T","W","Midwives","3834"
"10865W","M","Medical Practitioners","3834"
"10866X","M","Medical Practitioners","3834"
"10867Y","M","Medical Practitioners","3834"
"10868B","M","Medical Practitioners","3834"
"10868B","N","Nurse Practitioners","3834"
"10869C","M","Medical Practitioners","3834"
"10869C","N","Nurse Practitioners","3834"
"10870D","M","Medical Practitioners","3834"
"10871E","M","Medical Practitioners","3834"
"10872F","M","Medical Practitioners","3834"
"10873G","M","Medical Practitioners","3834"
"10874H","M","Medical Practitioners","3834"
"10874H","N","Nurse Practitioners","3834"
"10875J","M","Medical Practitioners","3834"
"10876K","M","Medical Practitioners","3834"
"10877L","M","Medical Practitioners","3834"
"10878M","M","Medical Practitioners","3834"
"10878M","N","Nurse Practitioners","3834"
"10879N","M","Medical Practitioners","3834"
"10880P","M","Medical Practitioners","3834"
"10882R","M","Medical Practitioners","3834"
"10883T","M","Medical Practitioners","3834"
"10884W","M","Medical Practitioners","3834"
"10886Y","M","Medical Practitioners","3834"
"10887B","M","Medical Practitioners","3834"
"10889D","M","Medical Practitioners","3834"
"10889D","N","Nurse Practitioners","3834"
"1088G","M","Medical Practitioners","3834"
"1088G","N","Nurse Practitioners","3834"
"10890E","M","Medical Practitioners","3834"
"10891F","M","Medical Practitioners","3834"
"10892G","M","Medical Practitioners","3834"
"10893H","M","Medical Practitioners","3834"
"10894J","M","Medical Practitioners","3834"
"10895K","M","Medical Practitioners","3834"
"10896L","M","Medical Practitioners","3834"
"10897M","M","Medical Practitioners","3834"
"10898N","M","Medical Practitioners","3834"
"10899P","M","Medical Practitioners","3834"
"1089H","M","Medical Practitioners","3834"
"1089H","N","Nurse Practitioners","3834"
"108Q","M","Medical Practitioners","3834"
"10900Q","M","Medical Practitioners","3834"
"10901R","M","Medical Practitioners","3834"
"10902T","M","Medical Practitioners","3834"
"10903W","M","Medical Practitioners","3834"
"10903W","N","Nurse Practitioners","3834"
"10904X","M","Medical Practitioners","3834"
"10905Y","M","Medical Practitioners","3834"
"10906B","M","Medical Practitioners","3834"
"10907C","M","Medical Practitioners","3834"
"10908D","M","Medical Practitioners","3834"
"10909E","M","Medical Practitioners","3834"
"1090J","M","Medical Practitioners","3834"
"1090J","N","Nurse Practitioners","3834"
"10910F","M","Medical Practitioners","3834"
"10911G","M","Medical Practitioners","3834"
"10911G","N","Nurse Practitioners","3834"
"10912H","M","Medical Practitioners","3834"
"10913J","M","Medical Practitioners","3834"
"10915L","M","Medical Practitioners","3834"
"10916M","M","Medical Practitioners","3834"
"10917N","M","Medical Practitioners","3834"
"10918P","M","Medical Practitioners","3834"
"10919Q","M","Medical Practitioners","3834"
"10920R","M","Medical Practitioners","3834"
"10921T","M","Medical Practitioners","3834"
"10922W","M","Medical Practitioners","3834"
"10924Y","M","Medical Practitioners","3834"
"10925B","M","Medical Practitioners","3834"
"10927D","M","Medical Practitioners","3834"
"10930G","M","Medical Practitioners","3834"
"10931H","M","Medical Practitioners","3834"
"10933K","M","Medical Practitioners","3834"
"10934L","M","Medical Practitioners","3834"
"10934L","N","Nurse Practitioners","3834"
"10935M","M","Medical Practitioners","3834"
"10936N","M","Medical Practitioners","3834"
"10939R","M","Medical Practitioners","3834"
"1093M","M","Medical Practitioners","3834"
"1093M","N","Nurse Practitioners","3834"
"10940T","M","Medical Practitioners","3834"
"10941W","M","Medical Practitioners","3834"
"10942X","M","Medical Practitioners","3834"
"10943Y","M","Medical Practitioners","3834"
"10944B","M","Medical Practitioners","3834"
"10948F","M","Medical Practitioners","3834"
"10948F","N","Nurse Practitioners","3834"
"10949G","M","Medical Practitioners","3834"
"10949G","N","Nurse Practitioners","3834"
"10950H","M","Medical Practitioners","3834"
"10951J","M","Medical Practitioners","3834"
"10952K","M","Medical Practitioners","3834"
"10953L","M","Medical Practitioners","3834"
"10953L","N","Nurse Practitioners","3834"
"10954M","M","Medical Practitioners","3834"
"10955N","M","Medical Practitioners","3834"
"10956P","M","Medical Practitioners","3834"
"10957Q","M","Medical Practitioners","3834"
"10957Q","N","Nurse Practitioners","3834"
"10958R","M","Medical Practitioners","3834"
"10958R","N","Nurse Practitioners","3834"
"10959T","M","Medical Practitioners","3834"
"10959T","N","Nurse Practitioners","3834"
"1095P","M","Medical Practitioners","3834"
"1095P","N","Nurse Practitioners","3834"
"10960W","M","Medical Practitioners","3834"
"10961X","M","Medical Practitioners","3834"
"10962Y","M","Medical Practitioners","3834"
"10963B","M","Medical Practitioners","3834"
"10964C","M","Medical Practitioners","3834"
"10964C","N","Nurse Practitioners","3834"
"10965D","M","Medical Practitioners","3834"
"10967F","M","Medical Practitioners","3834"
"10968G","M","Medical Practitioners","3834"
"10969H","M","Medical Practitioners","3834"
"10970J","M","Medical Practitioners","3834"
"10970J","N","Nurse Practitioners","3834"
"10971K","M","Medical Practitioners","3834"
"10973M","M","Medical Practitioners","3834"
"10974N","M","Medical Practitioners","3834"
"10976Q","M","Medical Practitioners","3834"
"10981Y","M","Medical Practitioners","3834"
"10982B","M","Medical Practitioners","3834"
"10984D","M","Medical Practitioners","3834"
"10985E","M","Medical Practitioners","3834"
"10987G","M","Medical Practitioners","3834"
"10988H","M","Medical Practitioners","3834"
"10989J","M","Medical Practitioners","3834"
"10990K","M","Medical Practitioners","3834"
"10993N","M","Medical Practitioners","3834"
"10994P","M","Medical Practitioners","3834"
"10997T","M","Medical Practitioners","3834"
"10998W","M","Medical Practitioners","3834"
"10999X","M","Medical Practitioners","3834"
"11000Y","M","Medical Practitioners","3834"
"11001B","M","Medical Practitioners","3834"
"11002C","M","Medical Practitioners","3834"
"11004E","M","Medical Practitioners","3834"
"11005F","M","Medical Practitioners","3834"
"11006G","M","Medical Practitioners","3834"
"11007H","M","Medical Practitioners","3834"
"11009K","M","Medical Practitioners","3834"
"11012N","M","Medical Practitioners","3834"
"11015R","M","Medical Practitioners","3834"
"11016T","M","Medical Practitioners","3834"
"11022D","M","Medical Practitioners","3834"
"11023E","M","Medical Practitioners","3834"
"11025G","M","Medical Practitioners","3834"
"11028K","M","Medical Practitioners","3834"
"11029L","M","Medical Practitioners","3834"
"11031N","M","Medical Practitioners","3834"
"11032P","M","Medical Practitioners","3834"
"11033Q","M","Medical Practitioners","3834"
"11036W","M","Medical Practitioners","3834"
"11037X","M","Medical Practitioners","3834"
"11037X","N","Nurse Practitioners","3834"
"11038Y","M","Medical Practitioners","3834"
"1103C","M","Medical Practitioners","3834"
"1103C","N","Nurse Practitioners","3834"
"11040C","M","Medical Practitioners","3834"
"11041D","M","Medical Practitioners","3834"
"11042E","M","Medical Practitioners","3834"
"11043F","M","Medical Practitioners","3834"
"11043F","N","Nurse Practitioners","3834"
"11045H","M","Medical Practitioners","3834"
"11046J","M","Medical Practitioners","3834"
"11047K","M","Medical Practitioners","3834"
"11049M","M","Medical Practitioners","3834"
"11052Q","M","Medical Practitioners","3834"
"11054T","M","Medical Practitioners","3834"
"11055W","M","Medical Practitioners","3834"
"11056X","M","Medical Practitioners","3834"
"11057Y","M","Medical Practitioners","3834"
"11062F","M","Medical Practitioners","3834"
"11063G","M","Medical Practitioners","3834"
"11064H","M","Medical Practitioners","3834"
"11066K","M","Medical Practitioners","3834"
"11066K","N","Nurse Practitioners","3834"
"11067L","M","Medical Practitioners","3834"
"11070P","M","Medical Practitioners","3834"
"11071Q","M","Medical Practitioners","3834"
"11071Q","N","Nurse Practitioners","3834"
"11072R","M","Medical Practitioners","3834"
"11072R","N","Nurse Practitioners","3834"
"11073T","M","Medical Practitioners","3834"
"11074W","M","Medical Practitioners","3834"
"11075X","M","Medical Practitioners","3834"
"11076Y","M","Medical Practitioners","3834"
"11077B","D","Dental","3834"
"11078C","M","Medical Practitioners","3834"
"11078C","N","Nurse Practitioners","3834"
"11078C","W","Midwives","3834"
"11079D","M","Medical Practitioners","3834"
"11080E","M","Medical Practitioners","3834"
